id,followers_count,following_count,tweet_count,listed_count,name_length,username_length,description_length,verified,protected,ff_ratio,label
u1052257093552623616,0,0,13,0,13,13,0,0,0,0.0,1
u1052257109541380096,0,0,7,0,4,12,0,0,0,0.0,1
u1052257177216401411,0,2,1,0,12,12,84,0,0,0.0,1
u1052257318107107328,16,1258,811,0,14,9,0,0,0,0.012718600953895072,1
u1052257337329643520,0,0,8,0,13,13,0,0,0,0.0,1
u1052257470100512768,0,0,3,0,4,12,0,0,0,0.0,1
u1052257503067721728,0,1,8,0,6,14,0,0,0,0.0,1
u1052257553462292480,0,0,2,0,8,15,0,0,0,0.0,1
u1052257563201458179,0,0,7,0,4,12,0,0,0,0.0,1
u1052257867795849216,0,0,1,0,4,12,0,0,0,0.0,1
u1052257979108605954,0,0,8,0,9,15,0,0,0,0.0,1
u1052258012465786881,0,0,2,0,14,15,0,0,0,0.0,1
u1052258248806551558,0,0,7,0,14,15,0,0,0,0.0,1
u1052258336123625473,0,0,3,0,6,14,0,0,0,0.0,1
u1052258466721599493,0,1,3,0,12,7,0,0,0,0.0,1
u1052258510681985024,0,0,1,0,9,15,0,0,0,0.0,1
u1052258574020300801,0,2,1,0,15,15,40,0,0,0.0,1
u1052258961481711616,0,0,1,0,9,15,0,0,0,0.0,1
u1052259023939137536,0,1,5,0,11,11,0,0,0,0.0,1
u1052259204164136960,0,0,5,0,7,15,0,0,0,0.0,1
u1052259380597526529,0,2,3,0,12,13,13,0,0,0.0,1
u1052259408422555654,0,0,2,0,4,12,0,0,0,0.0,1
u1052259421584326656,0,0,9,0,7,15,0,0,0,0.0,1
u1052259429788340224,0,0,9,0,9,15,0,0,0,0.0,1
u1052259547782336512,1,1,7,0,13,11,10,0,0,1.0,1
u1052259649255178240,0,0,4,0,8,15,0,0,0,0.0,1
u1052259993838178304,0,2,7,0,12,12,55,0,0,0.0,1
u1052260024934957056,0,0,1,0,7,15,0,0,0,0.0,1
u1052260106296061952,1,2,2,0,22,12,21,0,0,0.5,1
u1052260154304024576,0,2,7,0,12,15,97,0,0,0.0,1
u1052260195462729728,28,50,181,0,11,15,0,0,0,0.56,1
u1052260310378135552,0,0,1,0,11,11,0,0,0,0.0,1
u1052260532252827656,0,0,9,0,14,14,0,0,0,0.0,1
u1052260770367516672,0,0,3,0,8,15,0,0,0,0.0,1
u1052260930803957762,0,0,2,0,10,15,0,0,0,0.0,1
u1052261042573795329,0,0,1,0,15,15,0,0,0,0.0,1
u1052261186073325568,0,0,5,0,14,14,0,0,0,0.0,1
u1052261382878576640,0,0,1,0,9,15,0,0,0,0.0,1
u1052261611996700672,0,0,11,0,9,15,0,0,0,0.0,1
u1052261629822455809,0,0,7,0,5,13,0,0,0,0.0,1
u1052261645454663681,60,4,41,0,9,15,12,0,0,15.0,1
u1052261904792588289,0,0,18,0,3,11,0,0,0,0.0,1
u1052261972916330496,0,0,2,0,6,14,0,0,0,0.0,1
u1052261985352605696,0,0,6,0,10,15,0,0,0,0.0,1
u1052262031787581441,0,0,3,0,5,13,0,0,0,0.0,1
u1052262166903103488,3,61,4,0,17,10,0,0,0,0.04918032786885246,1
u1052262243054886912,0,2,4,0,16,15,46,0,0,0.0,1
u1052262360998531072,42,76,10,0,14,14,0,0,0,0.5526315789473685,1
u1052262385426284545,0,0,5,0,15,15,0,0,0,0.0,1
u1052262451889262593,0,0,4,0,6,14,0,0,0,0.0,1
u1052262463918546944,0,0,7,0,13,15,0,0,0,0.0,1
u1052262489780572160,0,2,5,0,13,13,43,0,0,0.0,1
u1052262712401489921,0,0,4,0,6,15,0,0,0,0.0,1
u1052262768567447553,0,0,7,0,15,15,0,0,0,0.0,1
u1052262821843488770,0,1,2,0,8,15,0,0,0,0.0,1
u1052262830236491776,2,91,27,0,9,15,11,0,0,0.02197802197802198,1
u1052262984138072064,51,93,11,0,17,15,154,0,0,0.5483870967741935,1
u1052263402884743168,0,0,1,0,13,13,0,0,0,0.0,1
u1052263543649853446,0,0,7,0,4,15,0,0,0,0.0,1
u1052263618748637184,0,0,2,0,11,15,0,0,0,0.0,1
u1052263755449556992,0,0,2,0,12,15,0,0,0,0.0,1
u1052263845237063681,5,86,40,0,15,15,20,0,0,0.05813953488372093,1
u1052264029014638597,0,0,7,0,12,12,0,0,0,0.0,1
u1052264322464772096,0,0,15,0,14,14,0,0,0,0.0,1
u1052264347701895169,0,0,5,0,13,13,0,0,0,0.0,1
u1052264431512629250,0,0,1,0,13,15,0,0,0,0.0,1
u1052264457869676545,0,0,10,0,4,12,0,0,0,0.0,1
u1052264494913617920,0,0,9,0,13,15,0,0,0,0.0,1
u1052264522042478592,0,0,12,0,15,15,0,0,0,0.0,1
u1052264528539525122,0,2,3,0,12,15,27,0,0,0.0,1
u1052264765224099840,0,2,3,0,11,12,2,0,0,0.0,1
u1052264772085997568,0,0,2,0,9,15,0,0,0,0.0,1
u1052264949484007425,0,0,1,0,12,15,0,0,0,0.0,1
u1052265019528962049,53,46,69,1,11,11,81,0,0,1.1521739130434783,1
u1052265133374885889,0,0,7,0,15,15,0,0,0,0.0,1
u1052265180191752193,0,0,1,0,13,13,0,0,0,0.0,1
u1052265369090502656,0,0,4,0,8,15,0,0,0,0.0,1
u1052265421137735680,0,0,8,0,6,14,0,0,0,0.0,1
u1052265422756540416,34,631,126,0,19,6,0,0,0,0.05388272583201268,1
u1052265604730839042,0,0,6,0,3,11,0,0,0,0.0,1
u1052265859153039360,3,10,4,0,32,11,34,0,0,0.3,1
u1052265987972767746,0,0,24,0,5,13,0,0,0,0.0,1
u1052266096835858432,0,0,3,0,5,13,0,0,0,0.0,1
u1052266344958386177,0,0,11,0,15,15,0,0,0,0.0,1
u1052266396367892480,18,23,82,0,15,14,34,0,0,0.782608695652174,1
u1052266414801711104,0,0,1,0,14,15,0,0,0,0.0,1
u1052266444610789376,0,0,5,0,11,15,0,0,0,0.0,1
u1052266750367150080,0,0,8,0,10,10,0,0,0,0.0,1
u1052266799805415424,25,36,18,0,15,15,119,0,0,0.6944444444444444,1
u1052266984996450304,0,0,8,0,9,15,0,0,0,0.0,1
u1052267143822225408,0,0,5,0,20,15,0,0,0,0.0,1
u1052267249929781249,217,64,166,1,20,11,48,0,0,3.390625,1
u1052267392921886720,0,27,51,0,15,15,40,0,0,0.0,1
u1052267484441534464,0,0,5,0,12,15,0,0,0,0.0,1
u1052267538799767552,0,0,3,0,15,15,0,0,0,0.0,1
u1052267616096673792,0,0,4,0,6,14,0,0,0,0.0,1
u1052267811488321538,0,0,8,0,4,12,0,0,0,0.0,1
u1052267948675657729,0,0,24,0,6,14,0,0,0,0.0,1
u1052268358106836993,1,3,6,0,18,13,0,0,0,0.3333333333333333,1
u1052268361294499840,0,0,6,0,10,15,0,0,0,0.0,1
u1052268461320105984,0,4,2,0,13,15,35,0,0,0.0,1
u1052268477795319808,0,0,10,0,9,15,0,0,0,0.0,1
u1052268582174896129,0,0,7,0,8,15,0,0,0,0.0,1
u1052268609433731072,0,0,3,0,9,15,0,0,0,0.0,1
u1052268679386357760,0,0,17,0,10,15,0,0,0,0.0,1
u1052268811439755264,0,0,3,0,17,15,0,0,0,0.0,1
u1052268883997016065,0,0,3,0,15,15,0,0,0,0.0,1
u1052269022337740800,358,607,288,1,30,12,160,0,0,0.5897858319604613,1
u1052269045431656453,8,14,4,0,9,8,11,0,0,0.5714285714285714,1
u1052269218060783620,3,93,5,0,11,11,0,0,0,0.03225806451612903,1
u1052270067424088065,0,0,5,0,7,15,0,0,0,0.0,1
u1052270388686835712,0,0,7,0,17,15,0,0,0,0.0,1
u1052270491271131137,128,148,97,0,23,15,67,0,0,0.8648648648648649,1
u1052270510925463552,0,0,8,0,12,13,0,0,0,0.0,1
u1052270523491717120,0,0,8,0,11,12,0,0,0,0.0,1
u1052270992146538497,0,2,3,0,16,15,27,0,0,0.0,1
u1052271044382392320,0,1,4,0,14,14,0,0,0,0.0,1
u1052271113240268800,0,0,2,0,9,15,0,0,0,0.0,1
u1052271239484637184,0,0,10,0,9,15,0,0,0,0.0,1
u1052271311328829440,0,38,103,0,13,15,39,0,0,0.0,1
u1052271362147045376,0,0,6,0,8,15,0,0,0,0.0,1
u1052271469760303104,0,0,5,0,7,15,0,0,0,0.0,1
u1052271740263399424,0,0,4,0,5,13,0,0,0,0.0,1
u1052271983487082496,0,0,3,0,12,15,0,0,0,0.0,1
u1052272392146444291,0,0,4,0,16,15,0,0,0,0.0,1
u1052272557905334273,0,0,8,0,12,12,0,0,0,0.0,1
u1052272596614443008,0,0,6,0,7,15,0,0,0,0.0,1
u1052272658820288512,0,0,10,0,6,14,0,0,0,0.0,1
u1052272730135977984,324,367,12,1,7,15,52,0,0,0.8828337874659401,1
u1052272918598578176,0,0,9,0,12,15,0,0,0,0.0,1
u1052272949154050048,0,0,2,0,5,13,0,0,0,0.0,1
u1052272972814151681,0,0,12,0,5,13,0,0,0,0.0,1
u1052273148152897536,0,0,6,0,10,15,0,0,0,0.0,1
u1052273154066972672,0,9,2,0,12,12,120,0,0,0.0,1
u1052273260178620417,0,2,2,0,16,15,67,0,0,0.0,1
u1052273357973012481,0,0,6,0,12,15,0,0,0,0.0,1
u1052273381305798662,0,0,2,0,6,14,0,0,0,0.0,1
u1052273450063147008,0,0,5,0,8,15,0,0,0,0.0,1
u1052273689075494912,0,0,3,0,9,15,0,0,0,0.0,1
u1052273745111306243,0,2,3,0,14,14,56,0,0,0.0,1
u1052273888674103296,0,0,3,0,14,15,0,0,0,0.0,1
u1052273931380379648,15,34,75,0,4,12,10,0,0,0.4411764705882353,1
u1052274180794851330,0,0,4,0,11,11,0,0,0,0.0,1
u1052274273870598144,0,0,3,0,13,15,0,0,0,0.0,1
u1052274279713308672,0,0,10,0,14,14,0,0,0,0.0,1
u1052274429164736512,0,0,1,0,20,15,0,0,0,0.0,1
u1052274472303001600,0,2,4,0,12,15,3,0,0,0.0,1
u1052274493173977090,0,0,3,0,13,15,0,0,0,0.0,1
u1052274719339081728,0,0,1,0,12,15,0,0,0,0.0,1
u1052274959123447814,0,0,2,0,15,15,0,0,0,0.0,1
u1052274985346260994,0,2,4,0,11,11,112,0,0,0.0,1
u1052275128967487488,0,0,13,0,17,15,0,0,0,0.0,1
u1052275338905030656,0,0,2,0,8,15,0,0,0,0.0,1
u1052275339148320768,0,0,9,0,10,15,0,0,0,0.0,1
u1052275384962695169,4,124,4,0,5,11,23,0,0,0.03225806451612903,1
u1052275675187617792,0,0,3,0,6,14,0,0,0,0.0,1
u1052275934194069504,0,0,7,0,14,15,0,0,0,0.0,1
u1052276002016174080,0,0,2,0,11,15,0,0,0,0.0,1
u1052276052683157504,0,0,3,0,4,15,0,0,0,0.0,1
u1052276137970159617,0,2,2,0,15,15,20,0,0,0.0,1
u1052276549632831488,0,0,5,0,14,15,0,0,0,0.0,1
u1052276683800281088,0,0,14,0,12,15,0,0,0,0.0,1
u1052277009060155393,1,32,66,0,11,11,40,0,0,0.03125,1
u1052277015309631489,0,0,8,0,12,15,0,0,0,0.0,1
u1052277080585424902,0,0,1,0,5,13,0,0,0,0.0,1
u1052277082523389953,5,75,197,0,13,14,36,0,0,0.06666666666666667,1
u1052277093097123840,0,0,2,0,9,15,0,0,0,0.0,1
u1052277096020660224,0,0,5,0,13,13,0,0,0,0.0,1
u1052277164421214208,0,10,1,0,18,15,24,0,0,0.0,1
u1052277197946277889,0,1,1,0,6,14,0,0,0,0.0,1
u1052277239012708354,0,0,2,0,12,13,0,0,0,0.0,1
u1052277373410955264,0,0,4,0,9,15,0,0,0,0.0,1
u1052277499017736197,0,0,4,0,9,15,0,0,0,0.0,1
u1052277521020907521,0,0,13,0,4,12,0,0,0,0.0,1
u1052277545901547520,1,0,2,0,15,14,69,0,0,1.0,1
u1052277610481373184,0,0,4,0,14,15,0,0,0,0.0,1
u1052277665279950848,0,0,8,0,9,15,0,0,0,0.0,1
u1052277772620615680,0,0,8,0,18,15,0,0,0,0.0,1
u1052277829600038912,0,0,2,0,8,15,0,0,0,0.0,1
u1052277839502954497,0,1,2,0,8,15,0,0,0,0.0,1
u1052277965881511936,0,2,3,0,15,15,36,0,0,0.0,1
u1052278020948586496,0,0,6,0,9,15,0,0,0,0.0,1
u1052278053731065856,0,0,2,0,15,15,0,0,0,0.0,1
u1052278092809396224,0,0,4,0,11,15,0,0,0,0.0,1
u1052278156311388160,0,0,4,0,13,15,0,0,0,0.0,1
u1052278273932185602,0,0,1,0,9,15,0,0,0,0.0,1
u1052278504681861120,0,2,7,0,17,15,17,0,0,0.0,1
u1052278611548418048,0,0,3,0,16,15,0,0,0,0.0,1
u1052278842512068608,0,0,3,0,15,15,0,0,0,0.0,1
u1052278844802121728,0,0,3,0,6,14,0,0,0,0.0,1
u1052278907318091776,0,0,2,0,8,15,0,0,0,0.0,1
u1052279066240274432,0,0,6,0,5,13,0,0,0,0.0,1
u1052279119092756480,0,0,5,0,12,15,0,0,0,0.0,1
u1052279127993196545,0,0,1,0,5,15,0,0,0,0.0,1
u1052279237338488832,0,0,8,0,9,15,0,0,0,0.0,1
u1052279415642570752,0,0,2,0,3,11,51,0,0,0.0,1
u1052279531581640707,0,0,5,0,8,15,0,0,0,0.0,1
u1052279543761907717,0,0,2,0,4,15,0,0,0,0.0,1
u1052279570827763712,0,0,14,0,16,15,0,0,0,0.0,1
u1052279722217009152,0,0,1,0,4,15,0,0,0,0.0,1
u1052280093400281088,0,0,3,0,12,12,0,0,0,0.0,1
u1052280170588110848,0,0,6,0,3,11,0,0,0,0.0,1
u1052280183032565765,1,17,21,0,12,12,17,0,0,0.058823529411764705,1
u1052280223268593664,0,0,5,0,14,15,0,0,0,0.0,1
u1052280246773444609,0,0,3,0,8,15,0,0,0,0.0,1
u1052280247905906689,0,0,1,0,18,14,0,0,0,0.0,1
u1052280416751812609,0,2,2,0,15,15,57,0,0,0.0,1
u1052280447659593730,0,0,4,0,7,15,0,0,0,0.0,1
u1052280864254636032,0,0,12,0,15,15,0,0,0,0.0,1
u1052280884148260864,0,2,10,0,7,15,0,0,0,0.0,1
u1052280990394175488,0,0,1,0,5,13,0,0,0,0.0,1
u1052281213807935488,0,0,8,0,13,15,0,0,0,0.0,1
u1052281283932512256,0,0,1,0,12,12,0,0,0,0.0,1
u1052281325955280897,0,0,5,0,12,12,0,0,0,0.0,1
u1052281447384399872,0,0,9,0,15,15,0,0,0,0.0,1
u1052281748225060864,0,0,2,0,9,15,0,0,0,0.0,1
u1052281860959690754,4,22,58,0,12,15,0,0,0,0.18181818181818182,1
u1052281872049410048,0,1,8,0,13,15,0,0,0,0.0,1
u1052282141126606848,0,0,3,0,9,15,0,0,0,0.0,1
u1052282259187748865,0,0,1,0,6,14,0,0,0,0.0,1
u1052282391476072450,0,1,3,0,10,15,0,0,0,0.0,1
u1052282578265231360,16,63,28,0,12,11,18,0,0,0.25396825396825395,1
u1052282810030059520,0,0,1,0,14,15,0,0,0,0.0,1
u1052282831316111360,95,513,15,0,11,10,88,0,0,0.18518518518518517,1
u1052282858318966785,0,0,2,0,10,15,0,0,0,0.0,1
u1052282974144729088,0,13,1,0,13,13,0,0,0,0.0,1
u1052283110350606336,93,1362,281,0,13,13,109,0,0,0.06828193832599119,1
u1052283139614302208,0,0,5,0,12,15,0,0,0,0.0,1
u1052283187689189376,0,0,11,0,4,12,0,0,0,0.0,1
u1052283379066888192,231,193,158,1,12,7,59,0,0,1.1968911917098446,1
u1052283627302719488,0,0,6,0,6,15,0,0,0,0.0,1
u1052283655035527168,0,53,93,0,16,15,36,0,0,0.0,1
u1052284080560242690,11,71,443,0,10,10,109,0,0,0.15492957746478872,1
u1052284100558520320,0,0,1,0,15,15,0,0,0,0.0,1
u1052284121794433024,0,0,2,0,3,15,0,0,0,0.0,1
u1052284378469027840,0,0,9,0,9,10,0,0,0,0.0,1
u1052284479564406785,0,0,3,0,12,12,0,0,0,0.0,1
u1052284516788854784,0,0,3,0,9,15,0,0,0,0.0,1
u1052284778265759744,0,2,2,0,13,13,24,0,0,0.0,1
u1052284850240180224,0,0,3,0,6,14,0,0,0,0.0,1
u1052285307175940096,0,0,4,0,7,15,0,0,0,0.0,1
u1052285436511571973,0,0,3,0,5,13,0,0,0,0.0,1
u1052285569802354688,0,0,1,0,22,10,0,0,0,0.0,1
u1052285640442871808,0,0,3,0,11,11,0,0,0,0.0,1
u1052285736366485506,0,0,4,0,10,15,0,0,0,0.0,1
u1052285823335485441,151,0,126,0,8,6,41,0,0,151.0,1
u1052285942931775488,0,0,5,0,12,12,0,0,0,0.0,1
u1052286006270017536,0,0,4,0,8,15,0,0,0,0.0,1
u1052286052939907072,0,0,6,0,14,14,0,0,0,0.0,1
u1052286154903437312,0,0,4,0,13,15,0,0,0,0.0,1
u1052286470113898498,0,0,7,0,10,15,0,0,0,0.0,1
u1052286664079486976,0,0,4,0,12,12,0,0,0,0.0,1
u1052287077210042369,0,0,2,0,13,15,0,0,0,0.0,1
u1052287426838781953,0,0,1,0,7,15,0,0,0,0.0,1
u1052287432991956992,151,204,178,1,22,15,116,0,0,0.7401960784313726,1
u1052287563136942080,0,0,3,0,11,15,0,0,0,0.0,1
u1052287620326273024,0,0,8,0,12,12,0,0,0,0.0,1
u1052287701339246595,0,0,1,0,5,13,0,0,0,0.0,1
u1052287759904206848,0,0,2,0,16,15,0,0,0,0.0,1
u1052287891861397504,0,0,1,0,12,15,0,0,0,0.0,1
u1052287894012997633,0,82,36,0,12,15,137,0,0,0.0,1
u1052287992901951489,0,0,7,0,13,13,0,0,0,0.0,1
u1052288021255647233,0,0,4,0,4,15,0,0,0,0.0,1
u1052288032924229632,0,0,2,0,4,15,0,0,0,0.0,1
u1052288142810775553,0,2,3,0,4,8,0,0,0,0.0,1
u1052288264160215040,0,0,1,0,3,15,0,0,0,0.0,1
u1052288297593126912,0,0,1,0,3,15,0,0,0,0.0,1
u1052288324830937090,0,0,1,0,12,15,0,0,0,0.0,1
u1052288362814603265,0,0,5,0,2,10,0,0,0,0.0,1
u1052288402421354497,0,0,2,0,10,15,0,0,0,0.0,1
u1052288406506692608,0,2,3,0,12,12,98,0,0,0.0,1
u1052288494645665792,0,0,2,0,3,11,0,0,0,0.0,1
u1052288553634463749,0,0,4,0,6,14,0,0,0,0.0,1
u1052288568196919296,0,0,2,0,6,14,0,0,0,0.0,1
u1052288576694685697,0,0,6,0,7,15,0,0,0,0.0,1
u1052288850326933504,0,0,6,0,8,9,0,0,0,0.0,1
u1052288854831587329,0,0,3,0,12,12,0,0,0,0.0,1
u1052288889573007360,0,0,5,0,6,14,0,0,0,0.0,1
u1052289012130549760,0,0,2,0,12,15,0,0,0,0.0,1
u1052289055935930369,0,2,3,0,7,15,0,0,0,0.0,1
u1052289217395601411,0,2,4,0,14,15,100,0,0,0.0,1
u1052289283783045121,42,91,551,0,11,14,138,0,0,0.46153846153846156,1
u1052289340225798144,0,2,2,0,14,15,14,0,0,0.0,1
u1052289362245881856,0,0,2,0,12,15,0,0,0,0.0,1
u1052289476930785280,0,0,6,0,12,15,0,0,0,0.0,1
u1052289578416177153,0,0,3,0,8,15,0,0,0,0.0,1
u1052289802832412673,0,0,1,0,12,12,0,0,0,0.0,1
u1052289862521507845,0,0,3,0,9,15,0,0,0,0.0,1
u1052289892066029568,0,0,4,0,10,15,0,0,0,0.0,1
u1052289911045480448,0,0,2,0,15,15,0,0,0,0.0,1
u1052289956620701702,0,0,2,0,15,15,0,0,0,0.0,1
u1052289979592904705,0,0,1,0,17,15,0,0,0,0.0,1
u1052289991974539264,1,133,21,0,8,14,154,0,0,0.007518796992481203,1
u1052290135142948864,0,0,1,0,13,15,0,0,0,0.0,1
u1052290179103219712,0,0,7,0,6,14,0,0,0,0.0,1
u1052290241166495745,0,0,2,0,5,13,0,0,0,0.0,1
u1052290506330447872,0,0,5,0,9,15,0,0,0,0.0,1
u1052290701868683264,131,290,171,2,8,8,135,0,0,0.4517241379310345,1
u1052290797171666944,0,0,2,0,13,14,0,0,0,0.0,1
u1052291147241017344,0,0,10,0,16,15,0,0,0,0.0,1
u1052291182473224192,0,0,5,0,5,13,0,0,0,0.0,1
u1052291211946549248,0,0,4,0,9,15,0,0,0,0.0,1
u1052291313826172931,0,0,5,0,20,15,0,0,0,0.0,1
u1052291479513825281,0,0,3,0,9,15,0,0,0,0.0,1
u1052291519745613824,0,0,4,0,12,15,0,0,0,0.0,1
u1052291539295227911,0,0,3,0,17,15,0,0,0,0.0,1
u1052291594135658497,0,0,2,0,13,15,0,0,0,0.0,1
u1052291640520560640,0,0,7,0,15,15,0,0,0,0.0,1
u1052292274422472705,0,0,2,0,15,15,0,0,0,0.0,1
u1052292399026855937,0,2,4,0,12,15,141,0,0,0.0,1
u1052292546775400448,0,0,1,0,6,14,0,0,0,0.0,1
u1052292627909890048,14,39,139,0,8,13,148,0,0,0.358974358974359,1
u1052292964582662146,0,0,8,0,9,9,0,0,0,0.0,1
u1052293554104496128,0,0,4,0,8,15,0,0,0,0.0,1
u1052293677828194304,0,0,7,0,4,15,0,0,0,0.0,1
u1052293799018487808,3,231,5,0,14,15,149,0,0,0.012987012987012988,1
u1052294166351409153,0,0,2,0,4,15,0,0,0,0.0,1
u1052294348791001089,7,74,54,0,10,11,42,0,0,0.0945945945945946,1
u1052294561073192961,0,0,5,0,11,15,0,0,0,0.0,1
u1052295205762846722,0,0,1,0,5,13,0,0,0,0.0,1
u1052295647636779008,289,106,96,1,10,7,73,0,0,2.7264150943396226,1
u1052296136684437505,0,0,6,0,5,13,55,0,0,0.0,1
u1052296830724268032,0,0,1,0,12,15,0,0,0,0.0,1
u1052297500613332993,8,229,55,0,16,8,41,0,0,0.034934497816593885,1
u1052297605139628034,0,1,2,0,18,15,0,0,0,0.0,1
u1052298967927656449,199,240,563,2,8,7,126,0,0,0.8291666666666667,1
u1052299600382648321,102,458,10,0,7,15,0,0,0,0.22270742358078602,1
u1052299692330164226,65,227,21,0,14,14,44,0,0,0.28634361233480177,1
u1052299715902144513,6,34,137,0,14,15,0,0,0,0.17647058823529413,1
u1052301365911928832,108,1051,60,0,10,15,151,0,0,0.1027592768791627,1
u1052301546463977472,216,348,103,1,14,7,28,0,0,0.6206896551724138,1
u1052301666035347456,0,0,3,0,7,15,0,0,0,0.0,1
u1052301685958238208,177,51,104,2,9,9,70,0,0,3.4705882352941178,1
u1052301971196178432,39,47,478,0,14,12,0,0,0,0.8297872340425532,1
u1052302346435403782,182,54,91,3,11,7,134,0,0,3.3703703703703702,1
u1052303969165484033,55,125,123,0,7,7,158,0,0,0.44,1
u1052305333052411904,9,100,11,0,11,15,57,0,0,0.09,1
u1052305410349301763,60,160,93,0,13,15,146,0,0,0.375,1
u1052305861748633601,2,26,10,0,4,12,0,0,0,0.07692307692307693,1
u1052306563057225729,961,1866,920,0,9,12,159,0,0,0.515005359056806,1
u1052306885561335808,3,417,82,0,5,10,5,0,0,0.007194244604316547,1
u1052307246057586688,9,39,17,0,14,15,111,0,0,0.23076923076923078,1
u1052309170538582018,43,22,20,0,16,13,136,0,0,1.9545454545454546,1
u1052310136826540032,0,1,9,0,17,15,0,0,0,0.0,1
u1052310853402460161,285,327,24,1,13,12,104,0,0,0.8715596330275229,1
u1052311903085707265,262,512,158,1,14,10,110,0,0,0.51171875,1
u1052312581510184960,18,20,2,1,16,9,21,0,0,0.9,1
u1052313109656829952,0,0,1,0,16,15,0,0,0,0.0,1
u1052313712521031680,4,426,215,0,13,14,0,0,0,0.009389671361502348,1
u1052313933200195584,0,1,2,0,10,15,0,0,0,0.0,1
u1052314613830873089,2,17,8,0,16,12,39,0,0,0.11764705882352941,1
u1052314826347667456,1,10,140,0,17,12,0,0,0,0.1,1
u1052314831796297729,25,166,8,0,16,15,0,0,0,0.15060240963855423,1
u1052314852524355584,455,225,133,2,12,10,46,0,0,2.022222222222222,1
u1052316983528775681,4,397,302,0,6,6,0,0,0,0.010075566750629723,1
u1052317673349103619,0,1,301,0,12,9,89,0,0,0.0,1
u1052318347214446593,9,88,32,0,6,15,0,0,0,0.10227272727272728,1
u1052318536255848450,520,955,1594,3,24,15,154,0,0,0.5445026178010471,1
u1052319295760424961,0,1,11,0,17,15,0,0,0,0.0,1
u1052320928884019200,3,198,4,0,9,15,57,0,0,0.015151515151515152,1
u1052322283686162436,0,0,2,0,9,15,0,0,0,0.0,1
u1052322657851584512,4,35,13,0,13,13,48,0,0,0.11428571428571428,1
u1052323634579210240,44,323,39,0,11,10,71,0,0,0.13622291021671826,1
u1052324402803691520,223,93,115,1,20,12,82,0,0,2.3978494623655915,1
u1052324797894529025,160,102,70,2,18,6,90,0,0,1.5686274509803921,1
u1052325477254217728,8,430,164,0,12,13,0,0,0,0.018604651162790697,1
u1052325525493043200,388,580,100,2,16,15,26,0,0,0.6689655172413793,1
u1052325528110333952,10,15,10,0,7,7,154,0,0,0.6666666666666666,1
u1052325686839533568,20,69,100,0,6,14,6,0,0,0.2898550724637681,1
u1052327280549060609,23,255,2,0,11,12,21,0,0,0.09019607843137255,1
u1052327506588651520,0,0,2,0,12,15,12,0,0,0.0,1
u1052327672418729984,185,913,232,0,17,12,74,0,0,0.20262869660460023,1
u1052328178889314305,80,148,86,1,19,14,154,0,0,0.5405405405405406,1
u1052328269356441600,326,161,218,2,34,9,159,0,0,2.0248447204968945,1
u1052329135983349760,0,1,1,0,12,15,0,0,0,0.0,1
u1052329340573310976,0,2,2,0,13,15,0,0,0,0.0,1
u1052330788190973953,0,2,4,0,16,13,157,0,0,0.0,1
u1052332948140290049,447,231,450,4,18,12,47,0,0,1.9350649350649352,1
u1052333325082394625,0,49,115,0,12,15,89,0,0,0.0,1
u1052333529634242560,0,0,67,0,10,15,36,0,0,0.0,1
u1052333536525602816,240,9,177,1,13,13,154,0,0,26.666666666666668,1
u1052333638484803584,132,522,80,0,12,9,17,0,0,0.25287356321839083,1
u1052335529738481666,431,368,572,0,26,15,63,0,0,1.171195652173913,1
u1052335929392865280,5,39,15,0,15,14,0,0,0,0.1282051282051282,1
u1052336766424891392,3,6,17,0,9,6,39,0,0,0.5,1
u1052337424481832961,0,0,1,0,13,13,0,0,0,0.0,1
u1052337615054110720,0,2,8,0,12,12,0,0,0,0.0,1
u1052339061376110592,0,2,5,0,16,15,0,0,0,0.0,1
u1052339396224196608,0,0,13,0,10,15,36,0,0,0.0,1
u1052339408559644674,0,16,5,0,14,13,84,0,0,0.0,1
u1052339503799529474,0,1,9,0,13,15,0,0,0,0.0,1
u1052339529116454917,0,1,9,0,18,15,0,0,0,0.0,1
u1052339843349405698,0,0,11,0,9,15,0,0,0,0.0,1
u1052340387719843840,0,1,1,0,9,15,0,0,0,0.0,1
u1052340486025998336,1,4,12,1,8,7,145,0,0,0.25,1
u1052340865832812544,0,0,2,0,8,15,0,0,0,0.0,1
u1052340924074856448,2,14,17,0,13,15,18,0,0,0.14285714285714285,1
u1052340926872473600,0,1,3,0,9,15,0,0,0,0.0,1
u1052341122314489858,2,38,3,0,13,12,136,0,0,0.05263157894736842,1
u1052341198529200129,35,13,131,2,21,13,108,0,0,2.6923076923076925,1
u1052341600796327937,0,0,16,0,16,15,0,0,0,0.0,1
u1052342964666728448,223,211,31,0,16,15,93,0,0,1.0568720379146919,1
u1052343066227400704,119,90,54,1,20,15,108,0,0,1.3222222222222222,1
u1052343309329260546,0,0,4,0,13,13,0,0,0,0.0,1
u1052343374001426432,0,1,4,0,11,12,0,0,0,0.0,1
u1052343376937283585,0,0,1,0,15,15,0,0,0,0.0,1
u1052343436567826433,0,1,3,0,12,12,0,0,0,0.0,1
u1052343717514932226,73,154,12,0,18,15,0,0,0,0.474025974025974,1
u1052343731276472320,0,5,3,0,14,13,0,0,0,0.0,1
u1052343925355270144,0,0,2,0,6,14,0,0,0,0.0,1
