user_id,followers,following,account_age_days,total_posts,total_retweets,is_bot
user_legit_05573,34345,1019,2011,482,142,False
user_legit_06925,345,1338,2896,488,36,False
user_legit_00075,23790,1501,883,50,2,False
user_legit_02345,12880,1496,1090,271,87,False
user_legit_05484,26682,541,377,350,86,False
user_legit_00430,4228,692,2387,466,110,False
user_legit_04586,10740,919,3099,203,32,False
user_legit_08099,35878,823,1039,98,23,False
user_legit_08457,27837,1436,96,360,184,False
user_legit_08156,2932,1012,3628,292,132,False
user_legit_07893,10495,307,3462,21,9,False
user_legit_01553,30959,619,2723,127,45,False
user_legit_00240,7019,705,147,429,189,False
user_legit_00783,6104,1130,1853,360,70,False
user_legit_03066,41465,925,3126,302,162,False
user_legit_00977,28627,880,1258,174,39,False
user_legit_02941,46834,894,2024,430,147,False
user_legit_05377,12763,455,563,425,190,False
user_legit_04730,45932,1196,2658,138,31,False
user_legit_01620,13256,525,238,165,39,False
user_legit_02146,8831,238,1449,156,14,False
user_legit_01801,23426,1767,3387,18,10,False
user_legit_02095,38909,1815,1456,98,9,False
user_legit_06074,45573,1835,464,317,75,False
user_legit_05245,11424,1077,751,232,92,False
user_legit_01357,6727,1856,1000,229,133,False
user_legit_08063,17759,322,300,166,93,False
user_legit_06050,20751,1759,38,233,52,False
user_legit_08368,24485,1257,598,433,154,False
user_legit_06017,3984,702,3123,171,19,False
user_bot_00431,1,4533,25,8,80,True
user_legit_08769,42102,61,1853,440,70,False
user_legit_07503,25581,1557,77,399,27,False
user_legit_01609,6310,1327,3176,429,244,False
user_legit_03096,8742,1530,502,49,10,False
user_bot_00271,5,3499,9,17,230,True
user_legit_02415,24314,159,2022,173,63,False
user_legit_02017,36311,486,92,99,51,False
user_legit_06018,37910,914,925,122,19,False
user_legit_04125,25208,682,1628,449,81,False
user_bot_00302,5,600,14,8,246,True
user_legit_03246,38383,650,3116,343,35,False
user_legit_00124,42755,1730,1962,121,14,False
user_legit_06425,39534,1385,2406,478,91,False
user_legit_05308,3370,450,2352,487,263,False
user_legit_07463,45346,356,2026,274,163,False
user_legit_09157,24466,112,1581,340,191,False
user_legit_03341,15296,689,290,1,0,False
user_legit_00598,31394,1283,676,216,78,False
user_legit_02123,30506,158,1907,433,135,False
user_legit_09498,45913,833,177,203,17,False
user_legit_07685,32634,1744,253,172,49,False
user_legit_07049,25303,541,420,400,125,False
user_bot_00161,5,4933,19,7,221,True
user_legit_02197,43029,209,286,231,114,False
user_legit_04051,19709,776,2896,63,37,False
user_legit_06054,42489,860,1627,238,12,False
user_legit_03362,2325,1188,3068,275,50,False
user_legit_06851,26437,1787,384,159,33,False
user_legit_00725,5864,1509,246,171,62,False
user_legit_04934,19006,1796,3291,461,124,False
user_legit_00978,17549,1278,2050,283,124,False
user_legit_00808,19552,212,2279,430,50,False
user_bot_00103,0,1471,9,1,33,True
user_legit_01475,15110,294,671,172,78,False
user_legit_05935,14180,1663,451,411,144,False
user_legit_09036,30865,984,1776,406,146,False
user_legit_07335,6438,1715,1127,197,49,False
user_legit_03962,32837,1095,1727,493,134,False
user_legit_06422,8719,579,1772,183,59,False
user_legit_04905,32080,21,329,51,9,False
user_legit_01235,17331,1570,1994,2,0,False
user_legit_01225,48491,292,1210,154,77,False
user_legit_08049,39825,1354,977,119,26,False
user_legit_09278,48982,1955,3110,220,127,False
user_legit_08671,3524,195,2885,149,77,False
user_legit_05229,13564,376,2316,436,191,False
user_legit_06950,34452,831,3162,274,80,False
user_legit_03217,21503,1020,1581,351,92,False
user_legit_00287,28590,544,395,446,139,False
user_legit_05023,20994,1655,221,379,91,False
user_legit_02966,12034,1641,2634,260,102,False
user_legit_03164,6418,543,2572,399,82,False
user_legit_06003,29708,541,320,434,127,False
user_legit_08887,45600,524,779,236,22,False
user_legit_01657,43695,1702,1372,313,71,False
user_legit_01975,2514,1339,281,311,151,False
user_legit_02397,14461,743,3209,461,102,False
user_legit_00452,24963,129,260,289,130,False
user_legit_08030,12667,1488,494,302,143,False
user_legit_04696,3776,165,809,195,70,False
user_legit_03681,1617,515,2248,125,35,False
user_legit_00422,38311,1405,1843,387,213,False
user_bot_00225,2,2322,27,8,248,True
user_legit_00657,31649,706,1677,52,6,False
user_legit_03301,13308,330,534,69,6,False
user_legit_06394,28947,33,1240,179,51,False
user_legit_02845,22825,790,2626,316,146,False
user_legit_08291,12767,248,2906,418,116,False
user_legit_07497,15485,1117,3217,429,255,False
user_legit_01001,36837,963,2639,96,57,False
user_legit_04198,47627,785,2805,88,43,False
user_legit_02418,14426,633,1665,438,119,False
user_legit_07482,23162,1084,1236,420,222,False
user_legit_05706,20589,840,2839,386,76,False
user_legit_03847,17989,875,465,34,14,False
user_legit_00961,20445,1602,1047,372,54,False
user_legit_01580,14829,193,696,399,49,False
user_legit_05007,41459,1225,3617,338,172,False
user_legit_02206,6723,1922,1372,81,13,False
user_legit_06312,2320,763,647,96,21,False
user_bot_00062,5,3892,24,5,237,True
user_legit_04231,46384,715,554,19,8,False
user_legit_00757,19172,1834,664,356,67,False
user_legit_02284,34062,649,3202,20,9,False
user_legit_06663,13755,1234,1896,489,251,False
user_legit_04755,30109,923,170,271,142,False
user_legit_08211,4783,376,2400,3,0,False
user_legit_00807,5538,442,1845,306,129,False
user_legit_06575,21058,989,2852,95,14,False
user_legit_07719,4081,333,361,417,208,False
user_legit_01956,26436,831,2735,476,47,False
user_legit_02445,44726,1075,155,328,172,False
user_legit_05875,4303,1349,95,485,261,False
user_legit_08163,13717,1115,1028,390,164,False
user_legit_06138,3296,1364,3603,383,185,False
user_legit_02402,37298,485,2862,278,95,False
user_legit_01073,26259,1572,3275,432,98,False
user_legit_06557,16198,1924,1728,211,92,False
user_legit_04240,16787,1055,3271,190,107,False
user_legit_08509,42310,27,1070,333,48,False
user_legit_02091,16334,1254,3081,95,55,False
user_legit_04527,4648,1439,566,382,99,False
user_legit_07202,13230,825,2765,10,3,False
user_legit_06795,5517,420,2146,166,78,False
user_legit_07237,16035,675,1977,342,122,False
user_legit_07422,9198,955,2935,147,49,False
user_legit_06849,7718,160,3465,355,199,False
user_legit_06836,35789,1800,3270,132,44,False
user_legit_01003,44321,133,2604,137,25,False
user_legit_09099,14195,198,200,185,103,False
user_legit_06562,23731,1384,1446,2,0,False
user_legit_05614,28576,1098,77,207,122,False
user_legit_04651,49301,929,1064,161,59,False
user_legit_05313,19727,1919,3089,220,74,False
user_legit_01485,43139,481,882,91,51,False
user_legit_07607,8918,1423,3254,10,4,False
user_legit_01411,28078,1065,2087,185,20,False
user_legit_09303,40134,1327,1644,126,9,False
user_legit_00709,23304,1652,412,444,226,False
user_bot_00306,2,3008,15,15,280,True
user_legit_08042,49012,544,3146,136,34,False
user_legit_07211,210,1594,2727,146,17,False
user_legit_03076,5459,544,627,369,189,False
user_legit_08314,1854,168,1171,462,270,False
user_legit_04101,49382,820,513,95,38,False
user_legit_05114,11922,1625,2803,293,27,False
user_legit_02722,5688,1037,1718,326,67,False
user_legit_09359,43733,1669,322,183,97,False
user_legit_01268,47658,551,1191,379,34,False
user_legit_02462,23711,278,2097,145,36,False
user_legit_05464,9898,56,2217,121,12,False
user_legit_00268,30626,1405,1227,485,179,False
user_legit_03580,44078,553,1094,38,3,False
user_legit_05349,29104,1500,3471,361,84,False
user_legit_07290,33595,17,2417,248,69,False
user_legit_05157,6123,560,486,381,65,False
user_legit_06601,47126,792,3405,194,13,False
user_legit_02821,41502,1381,2601,483,171,False
user_legit_05807,49853,90,1464,184,30,False
user_legit_00589,42180,499,723,33,9,False
user_legit_05955,35502,539,2088,273,104,False
user_legit_05254,17280,1918,565,115,39,False
user_legit_06661,47207,428,1382,97,46,False
user_legit_07656,40161,568,3593,446,238,False
user_legit_08725,32976,1000,1645,205,65,False
user_legit_06896,13159,919,811,411,93,False
user_legit_07594,24585,1814,1258,468,146,False
user_legit_02028,26282,1645,1794,236,115,False
user_legit_06818,36170,532,2038,108,11,False
user_legit_00677,4233,1875,3108,322,120,False
user_legit_05763,4687,1406,1558,82,42,False
user_legit_01232,48518,481,2377,287,116,False
user_legit_05296,259,1211,3268,69,27,False
user_legit_07103,27664,792,3037,413,121,False
user_legit_05034,1058,660,195,381,125,False
user_legit_05452,42148,89,1753,495,104,False
user_legit_02432,8132,159,454,299,32,False
user_legit_06319,15612,730,832,364,31,False
user_legit_06119,13502,70,956,463,76,False
user_legit_09158,29519,1751,1421,483,137,False
user_bot_00453,0,4397,11,7,297,True
user_legit_00896,25470,1499,98,459,192,False
user_legit_01611,7194,1759,2220,434,230,False
user_legit_06474,12091,1325,556,179,101,False
user_legit_07661,23800,1172,972,446,88,False
user_legit_07460,27215,217,2768,328,111,False
user_legit_03806,5139,1009,1111,302,169,False
user_legit_08273,25157,105,54,475,74,False
user_legit_09451,16836,1950,3552,97,19,False
user_legit_04701,2823,685,486,166,31,False
user_legit_03961,42979,1614,2288,69,5,False
user_legit_05417,8527,235,1230,384,80,False
user_legit_00890,5008,228,751,149,52,False
user_legit_04999,24935,1205,2264,278,81,False
user_legit_07506,7914,1763,32,388,167,False
user_legit_07881,3661,1016,2848,466,90,False
user_legit_05095,8654,167,1414,218,121,False
user_legit_06932,3533,1460,3216,416,121,False
user_bot_00117,5,1821,2,10,173,True
user_legit_02799,19867,1469,406,85,19,False
user_legit_00584,20210,358,1078,459,97,False
user_legit_03268,6721,1227,1304,263,85,False
user_legit_03932,35147,1254,3214,402,173,False
user_legit_01260,13312,411,3308,133,64,False
user_legit_06205,47969,1166,3357,267,34,False
user_legit_00310,33302,1979,1617,123,12,False
user_legit_07789,46231,649,265,395,120,False
user_legit_06458,17311,789,3400,265,95,False
user_legit_06206,35310,1822,2886,114,29,False
user_legit_05882,41669,175,1206,102,48,False
user_legit_04668,36802,1877,1764,203,78,False
user_legit_04298,1824,1046,1491,166,51,False
user_legit_03783,37969,1638,1674,183,11,False
user_legit_01008,36672,894,2570,167,80,False
user_legit_08354,27840,1449,2250,305,138,False
user_legit_02185,14473,548,2261,273,63,False
user_legit_03623,22053,711,2151,96,5,False
user_legit_07039,38271,705,768,275,157,False
user_legit_04922,27746,1958,1473,497,162,False
user_bot_00173,4,3633,21,2,81,True
user_legit_07950,31290,887,1074,92,52,False
user_legit_06125,12231,1405,2731,98,12,False
user_legit_04756,28721,1689,686,105,37,False
user_legit_05074,7173,1879,1095,4,0,False
user_legit_00090,21766,474,170,32,16,False
user_legit_05974,48175,12,2438,52,13,False
user_legit_06418,49052,646,907,289,80,False
user_legit_08640,29481,1300,884,477,151,False
user_legit_08690,17176,1647,1391,130,25,False
user_legit_02117,27108,134,2942,319,69,False
user_legit_02937,36098,399,2212,242,32,False
user_legit_06842,24967,1408,470,218,108,False
user_legit_00983,32400,593,1285,254,84,False
user_legit_07260,10148,1333,1856,297,92,False
user_bot_00485,0,2544,1,13,193,True
user_legit_02925,9148,770,3516,216,13,False
user_legit_06061,39497,1529,682,29,17,False
user_legit_03214,28087,847,900,79,9,False
user_legit_06447,34780,38,3552,309,82,False
user_legit_06779,13432,653,1669,435,240,False
user_legit_07038,40494,1641,1470,350,81,False
user_legit_05663,22566,1695,2345,181,13,False
user_legit_00627,18381,298,230,391,220,False
user_legit_08008,15074,659,122,437,182,False
user_legit_05125,37339,810,2565,423,87,False
user_legit_04765,7538,269,2174,10,5,False
user_legit_08143,32359,806,256,300,86,False
user_bot_00094,1,3087,1,13,285,True
user_legit_01269,2444,483,2046,391,91,False
user_legit_00128,28734,1322,3002,460,89,False
user_legit_06112,23068,1046,3377,482,167,False
user_legit_01711,23495,1117,2492,326,92,False
user_legit_07862,39547,768,3023,481,189,False
user_legit_04235,1987,96,560,250,16,False
user_legit_05192,24806,45,2283,335,80,False
user_legit_02398,12603,1544,448,186,98,False
user_legit_05434,26302,29,1828,337,29,False
user_legit_06057,30124,411,2404,169,83,False
user_legit_09318,22541,1791,3574,79,16,False
user_legit_01186,7128,1420,1988,138,15,False
user_legit_06013,29503,249,2579,247,36,False
user_bot_00293,3,2599,13,19,720,True
user_legit_06014,26711,1064,3503,240,21,False
user_legit_01977,17126,1828,3626,366,140,False
user_bot_00387,0,2266,23,4,97,True
user_legit_04247,9655,706,2469,325,171,False
user_legit_07672,35625,969,3597,145,78,False
user_legit_00915,22933,1860,516,172,86,False
user_legit_01305,33583,774,189,46,17,False
user_legit_05455,6841,556,1875,374,192,False
user_legit_03049,35410,80,907,229,128,False
user_bot_00021,3,3231,24,2,81,True
user_legit_01273,33768,181,2692,281,45,False
user_legit_08055,33149,1598,413,359,39,False
user_legit_02796,43563,1469,1641,163,82,False
user_legit_01398,1260,1331,212,48,5,False
user_legit_03358,9373,1855,3093,218,92,False
user_legit_00183,34819,855,382,151,48,False
user_legit_06867,12402,77,2717,446,240,False
user_legit_05695,3219,1410,594,261,34,False
user_legit_08835,708,257,2066,435,57,False
user_bot_00126,5,2782,25,15,621,True
user_legit_06170,26981,881,353,164,18,False
user_legit_06987,30505,735,719,442,242,False
user_legit_04567,35191,256,2561,449,139,False
user_legit_08955,11899,1552,3446,113,53,False
user_legit_02656,2922,1778,3390,29,3,False
user_legit_08309,29047,1895,1236,104,8,False
user_legit_06857,46215,1083,308,317,21,False
user_legit_01961,49430,558,3556,327,68,False
user_legit_06383,1352,731,2112,120,11,False
user_legit_08853,9345,980,1470,313,23,False
user_bot_00473,2,3597,6,9,380,True
user_legit_01251,20584,1366,1123,349,194,False
user_legit_03176,30734,925,1879,382,188,False
user_legit_07760,17856,478,657,235,93,False
user_legit_05013,47018,902,884,127,19,False
user_bot_00205,3,545,19,13,420,True
user_legit_06539,7017,1254,518,413,217,False
user_legit_03289,9276,1206,544,387,205,False
user_legit_06448,9412,503,432,384,78,False
user_legit_08726,44591,1585,3047,355,204,False
user_legit_07611,7880,299,774,93,44,False
user_legit_06275,2850,446,2878,343,156,False
user_legit_06887,18224,1849,3031,280,92,False
user_legit_01051,18252,1515,497,43,17,False
user_legit_04069,5023,1314,412,363,143,False
user_legit_06022,15879,1473,3379,252,122,False
user_legit_05552,32805,1147,1261,7,3,False
user_legit_00272,7583,1661,3648,384,175,False
user_legit_02042,37322,323,2295,216,114,False
user_legit_04763,11884,1334,3038,79,15,False
user_legit_08997,42811,1251,928,54,11,False
user_legit_05204,26123,1151,3250,89,5,False
user_bot_00009,0,4141,27,5,125,True
user_legit_01086,40083,793,1335,489,285,False
user_legit_08373,5215,443,1884,98,46,False
user_legit_07732,13909,1522,3277,272,54,False
user_legit_07515,13914,488,2552,212,30,False
user_legit_06678,45134,476,881,51,18,False
user_legit_04322,23135,480,117,61,4,False
user_legit_06946,23411,224,2193,316,71,False
user_legit_07747,6002,1362,2482,109,52,False
user_legit_06772,48267,612,188,320,54,False
user_legit_05518,28358,71,2531,244,116,False
user_legit_05117,23191,261,1436,329,140,False
user_legit_06179,45955,661,2819,75,21,False
user_legit_04709,21317,548,895,313,136,False
user_legit_08121,48341,1647,111,139,62,False
user_legit_05969,3326,1648,2145,258,51,False
user_legit_06784,12038,693,728,127,57,False
user_legit_03478,20482,548,2377,410,113,False
user_legit_08414,34033,1543,2044,247,140,False
user_legit_03924,31911,1767,3189,258,86,False
user_legit_01748,40251,1853,1095,286,123,False
user_legit_00732,46081,368,2114,166,37,False
user_legit_02553,9668,311,3235,220,26,False
user_legit_05458,25892,738,2364,339,171,False
user_legit_05873,16085,999,379,163,49,False
user_legit_02662,7496,354,1696,88,33,False
user_legit_09398,44434,760,800,203,83,False
user_legit_06455,9749,1917,2431,309,130,False
user_legit_03113,46500,1389,810,412,92,False
user_legit_03303,13713,423,559,159,49,False
user_legit_01344,9342,1530,3040,86,44,False
user_legit_01690,38613,491,3543,84,47,False
user_legit_07180,22279,962,2028,96,32,False
user_legit_06499,23633,1904,1260,122,59,False
user_legit_03308,1190,312,2992,342,193,False
user_legit_01504,29877,1227,2724,55,26,False
user_legit_01806,438,386,3548,464,184,False
user_legit_08469,3367,1197,3047,398,163,False
user_legit_05369,14272,29,2287,307,122,False
user_legit_03791,8858,208,2490,109,58,False
user_bot_00020,1,981,17,9,283,True
user_legit_07329,12031,186,1062,234,72,False
user_legit_05909,25898,860,1941,106,8,False
user_legit_06825,25563,472,1079,68,8,False
user_legit_07263,48257,1137,2922,163,44,False
user_legit_01848,26054,465,3552,436,59,False
user_legit_04512,6154,1673,1371,481,144,False
user_legit_02431,26100,488,1100,29,15,False
user_legit_04660,41609,1520,191,165,96,False
user_legit_08885,43896,1045,2586,334,119,False
user_legit_05584,22969,430,2028,316,105,False
user_legit_00142,13834,904,111,466,90,False
user_legit_08760,47944,80,749,441,47,False
user_legit_09211,16098,628,1190,248,18,False
user_legit_05264,41666,1263,1790,376,220,False
user_legit_03409,23701,1337,458,213,65,False
user_legit_01117,29326,376,2694,288,24,False
user_legit_01756,17411,171,3453,408,222,False
user_legit_00497,18715,712,3063,236,120,False
user_legit_08031,27417,848,3108,358,115,False
user_legit_00870,22815,257,437,188,49,False
user_legit_03357,43835,938,3363,190,44,False
user_legit_00912,18825,1967,727,400,72,False
user_legit_00721,46562,351,584,6,2,False
user_legit_02805,48437,723,1488,427,196,False
user_bot_00443,0,4730,30,5,92,True
user_legit_00886,2660,339,1136,151,33,False
user_bot_00092,3,2881,18,5,190,True
user_legit_06587,24583,920,39,174,92,False
user_legit_08100,22055,330,3378,471,64,False
user_legit_01520,43199,914,2103,396,222,False
user_legit_08689,36513,452,2730,32,9,False
user_legit_02746,11238,361,1849,298,100,False
user_legit_06700,44510,1577,2548,493,209,False
user_legit_05775,47068,1898,2149,95,12,False
user_legit_00314,12201,1029,1689,412,119,False
user_legit_01799,26105,373,2943,473,106,False
user_legit_00327,1880,1882,3051,385,19,False
user_legit_05642,33749,270,1405,394,74,False
user_legit_04204,14840,1157,3302,330,170,False
user_legit_03129,39574,1386,833,47,22,False
user_legit_06860,36366,1683,1890,92,11,False
user_bot_00405,2,2488,20,13,138,True
user_legit_03968,29495,930,2581,63,3,False
user_legit_05743,22892,1486,721,135,47,False
user_legit_06226,29772,1795,2760,478,117,False
user_legit_01973,17075,1229,495,338,86,False
user_legit_00336,48160,1176,1397,324,157,False
user_legit_02764,10231,629,3210,172,81,False
user_legit_07660,30694,915,2519,375,104,False
user_legit_00275,24120,1393,2957,204,11,False
user_legit_02985,32412,84,2060,379,52,False
user_legit_05646,43927,437,2767,207,31,False
user_legit_05849,3008,941,883,187,28,False
user_legit_03477,26569,50,2708,33,10,False
user_legit_07558,5236,1461,1238,64,33,False
user_legit_03558,8401,473,3153,34,9,False
user_legit_02809,9476,850,918,17,4,False
user_legit_09113,38489,1689,1903,406,140,False
user_legit_04861,41411,525,2884,136,36,False
user_legit_06586,27282,1768,3535,313,16,False
user_legit_03416,30782,1619,2770,102,53,False
user_legit_00307,27706,1757,2467,369,51,False
user_legit_03908,9817,690,2283,360,77,False
user_legit_00348,9043,1325,295,494,245,False
user_legit_00826,34039,1737,859,95,55,False
user_bot_00001,0,2020,22,7,254,True
user_legit_04482,41786,152,1230,382,223,False
user_legit_06576,1911,1881,2427,290,134,False
user_legit_03682,10782,1491,1021,465,146,False
user_legit_05876,45714,1330,2940,227,22,False
user_legit_08387,41795,1532,823,281,84,False
user_legit_02053,47377,1418,3512,92,35,False
user_legit_00071,9481,1737,1314,79,44,False
user_legit_05507,4048,893,119,478,63,False
user_legit_08514,28030,1742,1455,139,41,False
user_legit_07510,18642,689,286,315,148,False
user_legit_08151,20335,1752,3031,327,160,False
user_legit_01666,37585,1906,2218,192,114,False
user_legit_07861,26576,280,3508,202,105,False
user_legit_09159,3775,1206,2127,217,29,False
user_legit_05688,37924,445,2127,67,35,False
user_legit_01445,1801,1889,2430,216,59,False
user_legit_05227,38647,1648,634,54,15,False
user_legit_06982,49633,74,2474,45,24,False
user_legit_01695,34132,833,2074,304,105,False
user_legit_02892,18223,951,2384,453,144,False
user_legit_01574,7432,445,716,358,88,False
user_legit_03203,7011,1839,371,130,43,False
user_legit_04405,44737,247,776,103,25,False
user_legit_01630,28638,1513,318,102,24,False
user_legit_08380,11806,1328,3267,25,4,False
user_legit_01881,13234,1095,1130,35,7,False
user_legit_08821,18570,657,2472,288,170,False
user_legit_06463,5615,1793,389,36,20,False
user_legit_00848,41000,1489,389,295,131,False
user_bot_00423,0,2423,22,19,894,True
user_legit_06188,6468,1354,3176,50,27,False
user_legit_05869,33344,57,2617,276,55,False
user_legit_02877,46809,1249,1394,128,17,False
user_legit_00186,8319,1384,1098,73,43,False
user_legit_03779,22319,778,1087,471,198,False
user_legit_01830,17748,1985,2226,237,60,False
user_legit_08325,43001,1245,3403,492,161,False
user_legit_09241,10775,1778,1753,200,23,False
user_legit_06378,28780,182,2732,162,50,False
user_legit_01234,31854,783,503,346,64,False
user_legit_06964,4068,1229,964,17,7,False
user_legit_03915,3917,1067,222,161,13,False
user_legit_00446,15693,1379,204,217,42,False
user_legit_00844,283,1418,2025,198,113,False
user_legit_08062,9011,808,1692,205,53,False
user_legit_05402,33665,1280,967,189,23,False
user_legit_02440,18122,601,42,318,22,False
user_legit_03103,21946,1004,1351,283,111,False
user_legit_08585,3755,736,979,371,158,False
user_legit_06791,46347,1171,2166,92,43,False
user_legit_05650,46441,1851,3638,341,203,False
user_legit_01294,47586,606,344,37,3,False
user_legit_05079,25491,382,2121,122,41,False
user_legit_09016,19249,547,3370,241,89,False
user_legit_05067,833,274,585,80,12,False
user_legit_03442,22778,134,1378,106,43,False
user_legit_08451,43638,165,3622,120,50,False
user_legit_07273,41108,1946,426,401,222,False
user_legit_06105,32425,714,2305,260,112,False
user_legit_00776,21195,1714,2816,72,15,False
user_bot_00216,1,4106,24,9,135,True
user_legit_02153,27231,1376,2830,138,24,False
user_legit_04920,48822,1155,192,190,21,False
user_legit_05360,32715,1867,856,392,157,False
user_bot_00235,0,2188,4,2,41,True
user_legit_05957,35809,1204,3527,470,114,False
user_legit_08411,37556,750,2828,465,80,False
user_legit_08432,4139,1879,458,427,128,False
user_legit_03183,2906,1812,889,301,46,False
user_legit_06792,42559,1846,1642,222,70,False
user_legit_03199,13242,1380,1595,471,235,False
user_legit_09369,49845,1546,3363,387,57,False
user_legit_01289,31098,873,1907,208,56,False
user_legit_04581,48603,1323,2622,492,92,False
user_legit_06192,13258,247,2858,61,8,False
user_legit_08935,32929,1985,2551,79,17,False
user_legit_07149,16122,1735,89,273,163,False
user_bot_00346,4,4402,6,18,461,True
user_legit_04106,5154,1692,3305,38,2,False
user_legit_04126,2302,217,1592,355,80,False
user_legit_08300,49282,178,1995,434,130,False
user_legit_03966,39267,429,3400,293,96,False
user_legit_01879,5028,1785,1554,88,14,False
user_legit_08496,48814,226,2832,285,47,False
user_legit_09299,23190,1339,2937,292,86,False
user_legit_06348,23905,164,3622,204,65,False
user_legit_03587,34448,1040,2026,136,47,False
user_legit_07372,29734,568,2356,182,79,False
user_legit_03865,38834,1191,2640,234,70,False
user_legit_08487,25444,737,2611,457,178,False
user_legit_04131,46505,392,1593,498,230,False
user_legit_01036,45140,265,1783,366,99,False
user_legit_00636,11779,779,2187,40,17,False
user_legit_06153,16881,1582,1558,422,88,False
user_legit_04134,49349,1175,2613,313,105,False
user_legit_05338,19473,426,1218,162,83,False
user_legit_01083,27802,902,1838,390,69,False
user_legit_00861,46390,1319,302,432,142,False
user_legit_00903,44208,352,3629,328,54,False
user_legit_00191,31517,609,1784,194,65,False
user_legit_00109,35261,1631,558,465,75,False
user_legit_04455,3367,401,2536,239,53,False
user_legit_01942,43717,666,1362,239,136,False
user_legit_05856,23753,419,1108,462,206,False
user_legit_04331,13524,1772,2402,327,181,False
user_legit_08541,49912,613,3473,199,39,False
user_legit_02040,14490,1632,1070,488,170,False
user_legit_07331,20996,1657,2307,209,110,False
user_legit_07317,43974,1761,3240,377,66,False
user_legit_07779,12746,38,3630,159,18,False
user_legit_04659,24904,1912,355,20,7,False
user_legit_07313,7934,386,1531,314,17,False
user_legit_02775,15095,389,3106,123,10,False
user_legit_04145,13981,984,1197,101,11,False
user_legit_02323,32616,218,2570,359,54,False
user_legit_00762,47453,1860,2538,405,147,False
user_legit_02617,2638,1618,859,28,8,False
user_legit_02411,2482,1285,2061,474,226,False
user_legit_01094,16436,1292,1219,231,33,False
user_legit_06173,10270,528,245,460,271,False
user_legit_07048,39972,1792,1978,436,164,False
user_legit_09272,42658,1737,1687,258,55,False
user_legit_03135,800,1415,1592,209,22,False
user_legit_07787,26163,645,413,42,12,False
user_legit_05040,17580,540,3593,346,85,False
user_legit_03805,42441,1342,628,189,45,False
user_legit_00884,40668,1489,2160,383,86,False
user_legit_02654,42546,1311,1159,110,14,False
user_legit_05921,39865,875,2955,388,30,False
user_legit_06187,48229,1203,1354,292,118,False
user_legit_08085,6772,668,626,453,183,False
user_legit_06742,26399,1889,738,369,43,False
user_legit_07626,11084,354,2187,420,62,False
user_legit_05680,9516,86,3145,98,37,False
user_legit_07007,32247,1668,1777,127,20,False
user_bot_00186,5,912,23,10,158,True
user_legit_02202,1968,1695,1572,358,173,False
user_legit_06107,39144,971,1860,229,136,False
user_legit_06417,5483,218,1279,330,116,False
user_legit_01262,22229,1617,2818,160,31,False
user_legit_08379,24667,1867,1172,83,36,False
user_legit_00975,11287,224,2977,252,62,False
user_legit_05831,7757,907,3526,350,44,False
user_legit_04925,4529,1320,2758,230,84,False
user_legit_00941,20207,213,2646,439,187,False
user_legit_04723,2596,1172,3633,172,57,False
user_legit_02387,48780,1634,842,133,59,False
user_bot_00228,5,3394,20,3,108,True
user_legit_05021,23135,1769,3488,447,82,False
user_legit_04391,40796,1550,3092,322,41,False
user_legit_05148,18513,1636,95,463,83,False
user_legit_03221,12659,702,1425,187,74,False
user_legit_03882,28762,1548,241,301,74,False
user_legit_09438,17315,1191,3578,83,48,False
user_legit_06624,26544,378,1693,46,16,False
user_legit_05918,34057,684,2209,404,97,False
user_legit_02789,41737,1228,2504,423,240,False
user_legit_00944,6475,1748,3208,120,9,False
user_legit_08908,16487,63,3037,240,65,False
user_legit_01857,29215,1511,1571,281,45,False
user_legit_09080,46047,1873,432,37,6,False
user_legit_04108,25627,51,3423,321,30,False
user_legit_08513,1533,245,3430,376,146,False
user_legit_03255,9449,1752,836,495,260,False
user_legit_02690,36473,1454,2229,388,51,False
user_bot_00012,4,2667,26,1,21,True
user_legit_06961,22113,469,813,201,103,False
user_legit_01319,19853,1638,2725,321,44,False
user_legit_08882,13767,242,1656,320,30,False
user_bot_00380,3,3473,7,14,509,True
user_legit_05162,14356,173,1006,154,12,False
user_legit_05829,22817,299,2311,359,201,False
user_legit_07953,2748,1980,1672,26,1,False
user_legit_05958,30603,738,1334,186,72,False
user_legit_09271,2661,1034,1771,357,145,False
user_legit_03475,10804,1321,2770,289,93,False
user_legit_03505,44404,1162,899,114,53,False
user_legit_04749,18258,588,1879,4,1,False
user_legit_02477,8815,1900,2641,176,21,False
user_legit_09490,11280,305,1173,384,127,False
user_legit_06615,1284,616,3362,443,265,False
user_legit_07413,16570,1904,1448,335,189,False
user_legit_07586,41324,1942,997,182,66,False
user_legit_05344,14266,264,244,144,19,False
user_bot_00363,2,4495,23,10,284,True
user_legit_07111,39957,247,911,499,209,False
user_legit_01874,20429,1288,884,477,170,False
user_legit_08516,25111,1728,2846,376,101,False
user_legit_05270,9252,470,669,445,258,False
user_legit_05096,30784,1241,2242,85,45,False
user_legit_02904,32598,626,2528,401,67,False
user_legit_00570,47442,480,216,62,36,False
user_legit_01448,36965,1826,2729,408,210,False
user_legit_05964,37191,308,3006,128,56,False
user_legit_06242,45925,1982,2852,107,17,False
user_legit_06347,49229,1156,2227,12,6,False
user_legit_07874,14510,1544,3168,50,16,False
user_bot_00316,1,2149,27,18,722,True
user_legit_03226,28945,869,2745,433,63,False
user_bot_00244,0,3529,16,19,488,True
